Region, District No, District, School No,Type,County, School, Email, Title, Status, Phone1, Fax, Grade Levels,ADDRESS,geometry,lng,lat
FIRST TENNESSEE CORE REGIONAL OFFICE,100,CARTER COUNTY,40,Public,Carter,Happy Valley High School,dougmitchell@carterk12.net,Principal: Doug Mitchell,A,(423) 547-4094,(423) 547-4083,"9,10,11,12","121 Warpath LN, Elizabethton, TN 37643",POINT (-82.2788295 36.3151354),-82.2788295,36.3151354
SOUTHWEST CORE REGIONAL OFFICE,360,HARDIN COUNTY,15,Public,Hardin,Hardin County High School,william.mcadams@hctnschools.com,Principal: William McAdams,A,(731) 925-3976,(731) 925-7407,"9,10,11,12","909 South Pickwick RD, Savannah, TN 38372",POINT (-88.24642830000001 35.209951),-88.2464283,35.209951
EAST TENNESSEE CORE REGIONAL OFFICE,470,KNOX COUNTY,126,Public,Knox,Hardin Valley Academy,rob.speas@knoxschools.org,Principal: Robert Speas,A,(865) 690-9690,(865) 690-9260,"9,10,11,12","11345 Hardin Valley RD, Knoxville, TN 37932",POINT (-84.1810151 35.9362584),-84.1810151,35.9362584
SOUTHWEST CORE REGIONAL OFFICE,9792,SHELBY COUNTY PRIVATE SCHOOLS,9090,Private,Shelby,"Harding Academy Of Memphis, Upper School",williamson.trent@hardingacademymemphis.org,Principal: Trent Williamson,A,(901) 767-4494,,"K,1,2,3,4,5,6,7,8,9,10,11,12","1100 Cherry RD, Memphis, TN 38117",POINT (-89.91563459999999 35.10247080000001),-89.91563459999999,35.10247080000001
MID CUMBERLAND CORE REGIONAL OFFICE,9190,DAVIDSON COUNTY PRIVATE SCHOOLS,9100,Private,Davidson,Harpeth Hall School,hill@harpethhall.org,Principal: Jess Hill,A,(615) 297-9543,,"5,6,7,8,9,10,11,12","3801 Hobbs RD, Nashville, TN 37215",POINT (-86.8407313 36.1015392),-86.8407313,36.1015392
MID CUMBERLAND CORE REGIONAL OFFICE,110,CHEATHAM COUNTY,19,Public,Cheatham,Harpeth High School,Lee.Rector@ccstn.org,Principal: Lee Rector,A,(615) 952-2811,,"9,10,11,12","170 E Kingston Springs, Kingston Springs, TN 37082",POINT (-87.0942627 36.0902477),-87.0942627,36.0902477
EAST TENNESSEE CORE REGIONAL OFFICE,730,ROANE COUNTY,15,Public,Roane,Harriman High School,scalahan@roaneschools.com,Principal: Scott Calahan,A,(865) 882-1821,(865) 882-6479,"9,10,11,12","920 North Roane ST, Harriman, TN 37748",POINT (-84.54441509999999 35.9387138),-84.5444151,35.9387138
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,302,Public,Davidson,Harris-Hillman Special Education,Gerry.Altieri@mnps.org,Principal: Gerry Altieri,A,(615) 298-8085,,"K,1,2,3,4,5,6,7,8,9,10,11,12","1706 26th Avenue, South, Nashville, TN 37212",POINT (-86.8072837 36.1375963),-86.8072837,36.1375963
SOUTHWEST CORE REGIONAL OFFICE,380,HAYWOOD COUNTY,40,Public,Haywood,Haywood High School,latonya.jackson@hcsk12.net,Principal: Latonya Jackson,A,(731) 772-1845,,"9,10,11,12","1175 E College, Brownsville, TN 38012",POINT (-89.24850139999999 35.601062),-89.2485014,35.601062
UPPER CUMBERLAND CORE REGIONAL OFFICE,9710,PUTNAM COUNTY PRIVATE SCHOOLS,9020,Private,Putnam,Heavenly Host Lutheran School,zmurphy@hhls.org,Principal: Dr. Zachary Murphy,A,(931) 520-3766,(931) 269-4058,"PK,K,1,2,3,4,5,6,7,8,9,10,11,12","777 South Willow AVE, Cookeville, TN 38501",POINT (-85.5215127 36.1472565),-85.5215127,36.1472565
MID CUMBERLAND CORE REGIONAL OFFICE,9830,SUMNER COUNTY PRIVATE SCHOOL,9050,Private,Sumner,Hendersonville Christian Academy,w.slater@hcacrusaders.com,Principal: William Slater,A,,(615) 590-3025,"PK,K,1,2,3,4,5,6,7,8,9,10,11,12","355 Old Shackle Island RD, Hendersonville, TN 37075",POINT (-86.6204443 36.3214096),-86.6204443,36.3214096
MID CUMBERLAND CORE REGIONAL OFFICE,830,SUMNER COUNTY,40,Public,Sumner,Hendersonville High School,bob.cotter@sumnerschools.org,Principal: Bob Cotter,A,(615) 824-6162,(615) 451-5426,"9,10,11,12","123 Cherokee RD, Hendersonville, TN 37075",POINT (-86.60546979999999 36.30335050000001),-86.6054698,36.30335050000001
NORTHWEST TENNESSEE CORE REGIONAL OFFICE,400,HENRY COUNTY,25,Public,Henry,Henry Co High School,webbm@henryk12.net,Principal: Michele Webb,A,(731) 642-5232,(731) 642-5240,"10,11,12","315 South Wilson ST, Paris, TN 38242",POINT (-88.29431169999999 36.2962069),-88.2943117,36.2962069
NORTHWEST TENNESSEE CORE REGIONAL OFFICE,400,HENRY COUNTY,28,Public,Henry,Henry County Virtual Academy,houser@henryk12.net,Principal: Robin House,A,,(731) 642-9736,"K,1,2,3,4,5,6,7,8,9,10,11,12","937 Pioneer RD, Henry, TN 38231",POINT (-88.4112277 36.2050297),-88.4112277,36.2050297
UPPER CUMBERLAND CORE REGIONAL OFFICE,9710,PUTNAM COUNTY PRIVATE SCHOOLS,9050,Private,Putnam,Heritage Academy,dougbaker@heritagetn.org,Principal: Doug Baker,A,(931) 839-6675,(931) 839-6673,"9,10,11,12","23100 Clarkrange HWY, Monterey, TN 38574",POINT (-85.1247319 36.1326632),-85.1247319,36.1326632
SOUTH CENTRAL CORE REGIONAL OFFICE,9410,HICKMAN COUNTY PRIVATE SCHOOLS,9025,Private,Hickman,Heritage Academy,,Principal: Marion Lovett,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","617 Lowes Branch RD, Centerville, TN 37033",POINT (-87.626452 35.7704028),-87.626452,35.7704028
SOUTHEAST TENNESSEE CORE REGIONAL OFFICE,9521,FAYETTEVILLE PRIVATE SCHOOLS,9050,Private,Lincoln,Heritage Baptist Academy,,Principal: Bobby Bates,A,(931) 433-1940,,"K,1,2,3,4,5,6,7,8,9,10,11,12","10 Chennault Ford RD, Fayetteville, TN 37334",POINT (-86.5520191 35.15406979999999),-86.5520191,35.15406979999999
EAST TENNESSEE CORE REGIONAL OFFICE,9450,JEFFERSON COUNTY PRIVATE SCHOOLS,9049,Private,Jefferson,Heritage Christian Academy,admin@hcajc.org,Principal: Jim Price,A,(865) 221-6673,,"K,1,2,3,4,5,6,7,8,9,10,11,12","316 West Old Andrew Johnson HWY, Jefferson City, TN 37760",POINT (-83.50727019999999 36.1191377),-83.5072702,36.1191377
UPPER CUMBERLAND CORE REGIONAL OFFICE,9950,WILSON COUNTY PRIVATE SCHOOLS,9049,Private,Wilson,Heritage Christian Academy - Mt. Juliet,,Principal: Katrina Hagerty,A,(615) 754-7946,,"K,1,2,3,4,5,6,7,8,9,10,11,12","P O Box 1135, Mt. Juliet, TN 37121",POINT (-86.52 36.2),-86.52,36.2
SOUTH CENTRAL CORE REGIONAL OFFICE,9680,PERRY COUNTY PRIVATE SCHOOLS,9049,Private,Perry,Heritage Covenant School,,Principal: Rev. David O. Jones,A,(931) 593-2881,,"K,1,2,3,4,5,6,7,8,9,10,11,12","116 South Main ST, Lobelville, TN 37097",POINT (-87.7840384 35.7705238),-87.7840384,35.7705238
EAST TENNESSEE CORE REGIONAL OFFICE,50,BLOUNT COUNTY,63,Public,Blount,Heritage High School,Jake.Jones@blountk12.org,Principal: Jake Jones,A,(865) 984-8110,(865) 984-0147,"9,10,11,12","3741 E Lamar Alex Pkwy, Maryville, TN 37804",POINT (-83.86489109999999 35.760418),-83.8648911,35.760418
MID CUMBERLAND CORE REGIONAL OFFICE,9750,RUTHERFORD COUNTY PRIVATE SCHOOLS,9088,Private,Rutherford,Heritage Homeschool  Learning Center,,Principal: Rozlynne Klapp,A,(615) 809-8988,,"K,1,2,3,4,5,6,7,8,9,10,11,12","615 Lynn ST, Murfreesboro, TN 37129",POINT (-86.39865739999999 35.8586335),-86.39865739999999,35.8586335
MID CUMBERLAND CORE REGIONAL OFFICE,9190,DAVIDSON COUNTY PRIVATE SCHOOLS,9105,Private,Davidson,Hermitage Hall,Albert.Holloway@uhsinc.com,Principal: Albert Holloway,A,(615) 742-3000 ext. 3340,(615) 250-2381,"2,3,4,5,6,7,8,9,10,11,12","1220 8th Avenue South, Nashville, TN 37203",POINT (-86.77757319999999 36.1400677),-86.77757319999999,36.1400677
SOUTH CENTRAL CORE REGIONAL OFFICE,410,HICKMAN COUNTY,30,Public,Hickman,Hickman Co Sr High School,Kevin.eady@hickmank12.org,Principal: Kevin Eady,A,(931) 729-2616,,"9,10,11,12","1645 Bulldog BLVD, Centerville, TN 37033",POINT (-87.429582 35.8086345),-87.429582,35.8086345
SOUTH CENTRAL CORE REGIONAL OFFICE,410,HICKMAN COUNTY,19,Public,Hickman,Hickman County Learning Academy,hclearningacademy@hickmank12.org,Principal: ,A,,,"6,7,8,9,10,11,12","115 Murphree AVE, Centerville, TN 37033",POINT (-87.46357019999999 35.7804725),-87.46357019999999,35.7804725
MID CUMBERLAND CORE REGIONAL OFFICE,9830,SUMNER COUNTY PRIVATE SCHOOL,9015,Private,Sumner,Highland Academy,cwatkins@highland-academy.com,Principal: Chadd Watkins,A,(615) 325-2036,(615) 325-4824,"9,10,11,12","226 Highland Circle DR, Portland, TN 37148",POINT (-86.49751689999999 36.5193115),-86.4975169,36.5193115
UPPER CUMBERLAND CORE REGIONAL OFFICE,9710,PUTNAM COUNTY PRIVATE SCHOOLS,9021,Private,Putnam,Highland Rim Academy,info@highlandrimacademy.org,Principal: Nicholas Duncan,A,(931) 526-4472,,"K,1,2,3,4,5,6,7,8,9,10,11,12","1621 North Washington, Cookeville, TN 38501",POINT (-85.4960782 36.1831392),-85.4960782,36.1831392
MID CUMBERLAND CORE REGIONAL OFFICE,9190,DAVIDSON COUNTY PRIVATE SCHOOLS,9351,Private,Davidson,Highroads School of Nashville,gentry.campbell@sesischools.com,Principal: Gentry Campbell,A,(615) 919-5338,,"1,2,3,4,5,6,7,8,9,10,11,12","297 Plus Park, Nashville, TN 37217",POINT (-86.72631249999999 36.1265144),-86.72631249999999,36.1265144
SOUTHWEST CORE REGIONAL OFFICE,985,ACHIEVEMENT SCHOOL DISTRICT,8140,Public Charter,Shelby,Hillcrest High School,teddrick.estes@greeendot.org,Principal: Teddrick Estes,A,(901) 730-4098,,"9,10,11,12","4184 Graceland DR, Memphis, TN 38116",POINT (-90.0134077 35.0339972),-90.0134077,35.0339972
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,335,Public,Davidson,Hillsboro High,Andrew.Pelham@mnps.org,Principal: Shuler Pelham,A,(615) 298-8400,,"9,10,11,12","3812 Hillsboro PIKE, Nashville, TN 37215",POINT (-86.81094809999999 36.1063649),-86.81094809999999,36.1063649
MID CUMBERLAND CORE REGIONAL OFFICE,9190,DAVIDSON COUNTY PRIVATE SCHOOLS,9724,Private,Davidson,Hillside Christian Academy,shbdtotten2@gmail.ciom,Principal: Samuel Trotten,A,,,"1,2,3,4,5,6,7,8,9,10,11,12","742 W. Due West AVE, Madison, TN 37115",POINT (-86.7422215 36.2504704),-86.7422215,36.2504704
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,340,Public,Davidson,Hillwood High,Stephen.Sheaffer@mnps.org,Principal: Dr. Stephen Sheaffer,A,(615) 353-2025,,"9,10,11,12","400 Davidson RD, Nashville, TN 37205",POINT (-86.8733015 36.1181537),-86.8733015,36.1181537
MID CUMBERLAND CORE REGIONAL OFFICE,9740,ROBERTSON COUNTY PRIVATE SCHOOLS,9739,Private,Robertson,HIS Homeschool Academy - satellite only,hishomeschoolacademy@gmail.com,Principal: Casey Powers,A,(615) 295-9197,,"4,5,6,7,8,9,10,11,12","1012 Stearman Dr., White House, TN 37188",POINT (-86.6934282 36.4262533),-86.6934282,36.4262533
SOUTHEAST TENNESSEE CORE REGIONAL OFFICE,330,HAMILTON COUNTY,128,Public,Hamilton,Hixson High School,Ziegler_Lee@hcde.org,Principal: Dr. Lee Ziegler,A,(423) 847-4800,(423) 847-4801,"9,10,11,12","5705 Middle Valley RD, Hixson, TN 37343",POINT (-85.2217606 35.1543594),-85.2217606,35.1543594
SOUTH CENTRAL CORE REGIONAL OFFICE,9510,LEWIS COUNTY PRIVATE SCHOOLS,9016,Private,Lewis,Hohenwald Christian Academy,,Principal: Dwayne Sparks,A,(931) 796-3751,,"K,1,2,3,4,5,6,7,8,9,10,11,12","2116 Linden HWY, Hohenwald, TN 38462",POINT (-87.650284 35.558157),-87.650284,35.558157
SOUTHWEST CORE REGIONAL OFFICE,792,SHELBY COUNTY,2338,Public,Shelby,Hollis F. Price Middle College,Barnessl@scsk12.org,Principal: Sandra Barnes,A,(901) 435-1765,,"9,10,11,12","807 Walker Ave, Memphis, TN 38126",POINT (-90.0344861 35.1180178),-90.0344861,35.1180178
MID CUMBERLAND CORE REGIONAL OFFICE,750,RUTHERFORD COUNTY,37,Public,Rutherford,Holloway High School,draytons@rcschools.net,Principal: Sumatra Drayton,A,(615) 890-6004,(615) 904-7508,"9,10,11,12","619 South Highland AVE, Murfreesboro, TN 37130",POINT (-86.3842961 35.8385798),-86.3842961,35.8385798
EAST TENNESSEE CORE REGIONAL OFFICE,450,JEFFERSON COUNTY,981,Home School,Jefferson,Home School,,Principal: ,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","Po Box 190, Dandridge, TN 37725",POINT (-83.4148895 36.0153693),-83.4148895,36.0153693
FIRST TENNESSEE CORE REGIONAL OFFICE,901,JOHNSON CITY,981,Home School,Washington,Home School,,Principal: ,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","Po Box 1517, Johnson City, TN 37605",POINT (-82.34999999999999 36.31),-82.35,36.31
FIRST TENNESSEE CORE REGIONAL OFFICE,460,JOHNSON COUNTY,981,Home School,Johnson,Home School,,Principal: ,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","211 N Church ST, Mountain City, TN 37683",POINT (-81.8043734 36.4760037),-81.8043734,36.4760037
FIRST TENNESSEE CORE REGIONAL OFFICE,822,KINGSPORT,981,Home School,Sullivan,Home School,,Principal: ,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","400 Clinchfield ST, Kingsport, TN 37660",POINT (-82.5646532 36.5529819),-82.5646532,36.5529819
EAST TENNESSEE CORE REGIONAL OFFICE,470,KNOX COUNTY,981,Home School,Knox,Home School,,Principal: ,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","912 S Gay ST, Knoxville, TN 37902",POINT (-83.9156555 35.96130550000001),-83.9156555,35.96130550000001
NORTHWEST TENNESSEE CORE REGIONAL OFFICE,480,LAKE COUNTY,981,Home School,Lake,Home School,,Principal: ,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","Po Box 397, Tiptonville, TN 38079",POINT (-89.4822726 36.3786368),-89.4822726,36.3786368
SOUTHWEST CORE REGIONAL OFFICE,490,LAUDERDALE COUNTY,981,Home School,Lauderdale,Home School,hshelby@mail.lced.net,"Principal: Jennifer Jordan, Director of LII",A,(731) 635-2941,(731) 635-7985,"K,1,2,3,4,5,6,7,8,9,10,11,12","321 Armory AVE, Ripley, TN 38063",POINT (-89.54097200000001 35.732827),-89.54097200000001,35.732827
SOUTH CENTRAL CORE REGIONAL OFFICE,500,LAWRENCE COUNTY,981,Home School,Lawrence,Home School,,Principal: ,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","410 W Gaines ST, Lawrenceburg, TN 38464",POINT (-87.3428924 35.2437523),-87.3428924,35.2437523
MID CUMBERLAND CORE REGIONAL OFFICE,951,LEBANON,981,Home School,Wilson,Home School,,Principal: ,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","701 Coles Ferry PIKE, Lebanon, TN 37087",POINT (-86.2977781 36.2195981),-86.2977781,36.2195981
EAST TENNESSEE CORE REGIONAL OFFICE,531,LENOIR CITY,981,Home School,Loudon,Home School,jtcollins@lenoircityschools.net,Principal: Trevor Collins,A,(865) 986-8058,(865) 988-6732,"K,1,2,3,4,5,6,7,8,9,10,11,12","200 E Broadway, Lenoir City, TN 37771",POINT (-84.264382 35.7916615),-84.264382,35.7916615
SOUTH CENTRAL CORE REGIONAL OFFICE,510,LEWIS COUNTY,981,Home School,Lewis,Home School,,Principal: ,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","206 S Court ST, Hohenwald, TN 38462",POINT (-87.55430229999999 35.54506),-87.55430229999999,35.54506
SOUTH CENTRAL CORE REGIONAL OFFICE,520,LINCOLN COUNTY,981,Home School,Lincoln,Home School,,Principal: ,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","206 E Davidson ST, Fayetteville, TN 37334",POINT (-86.5715184 35.1427126),-86.5715184,35.1427126
EAST TENNESSEE CORE REGIONAL OFFICE,530,LOUDON COUNTY,981,Home School,Loudon,Home School,coxd@loudoncounty.org,Principal: Dawn Cox,A,,,"PS,K,1,2,3,4,5,6,7,8,9,10,11,12","100 River RD, Loudon, TN 37774",POINT (-84.3438269 35.7404249),-84.3438269,35.7404249
UPPER CUMBERLAND CORE REGIONAL OFFICE,560,MACON COUNTY,981,Home School,Macon,Home School,,Principal: ,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","501 College ST, Lafayette, TN 37083",POINT (-86.0322441 36.5189776),-86.0322441,36.5189776
SOUTHWEST CORE REGIONAL OFFICE,570,MADISON COUNTY,981,Home School,Madison,Home School,,Principal: ,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","310 North PKWY, Jackson, TN 38305",POINT (-88.8527699 35.6452436),-88.8527699,35.6452436
SOUTH CENTRAL CORE REGIONAL OFFICE,161,MANCHESTER,981,Home School,Coffee,Home School,,Principal: ,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","215 E Fort ST, Manchester, TN 37355",POINT (-86.08527309999999 35.483625),-86.0852731,35.483625
SOUTHEAST TENNESSEE CORE REGIONAL OFFICE,580,MARION COUNTY,981,Home School,Marion,Home School,,Principal: ,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","204 Betsy Pack DR, Jasper, TN 37347",POINT (-85.62535919999999 35.0758709),-85.62535919999999,35.0758709
SOUTH CENTRAL CORE REGIONAL OFFICE,590,MARSHALL COUNTY,981,Home School,Marshall,Home School,,Principal: ,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","700 Jones CIR, Lewisburg, TN 37091",POINT (-86.7838543 35.4574576),-86.7838543,35.4574576
EAST TENNESSEE CORE REGIONAL OFFICE,52,MARYVILLE,981,Home School,Blount,Home School,,Principal: ,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","833 Lawrence AVE, Maryville, TN 37803",POINT (-83.97849789999999 35.747384),-83.9784979,35.747384
SOUTH CENTRAL CORE REGIONAL OFFICE,600,MAURY COUNTY,981,Home School,Maury,Home School,,Principal: ,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","501 W 8th ST, Columbia, TN 38401",POINT (-87.04099459999999 35.6138866),-87.04099459999999,35.6138866
NORTHWEST TENNESSEE CORE REGIONAL OFFICE,94,MCKENZIE,981,Home School,Carroll,Home School,,Principal: ,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","114 W Bell AVE, McKenzie, TN 38201",POINT (-88.5221974 36.1417703),-88.5221974,36.1417703
SOUTHEAST TENNESSEE CORE REGIONAL OFFICE,540,MCMINN COUNTY,981,Home School,McMinn,Home School,,Principal: ,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","216 N Jackson, Athens, TN 37303",POINT (-84.59412619999999 35.4446709),-84.59412619999999,35.4446709
SOUTHWEST CORE REGIONAL OFFICE,550,MCNAIRY COUNTY,981,Home School,McNairy,Home School,,Principal: ,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","530 Mulberry AVE, Selmer, TN 38375",POINT (-88.58300819999999 35.1638044),-88.5830082,35.1638044
SOUTHEAST TENNESSEE CORE REGIONAL OFFICE,610,MEIGS COUNTY,981,Home School,Meigs,Home School,,Principal: ,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","Po Box 1039, Decatur, TN 37322",POINT (-84.7902223 35.5147939),-84.7902223,35.5147939
NORTHWEST TENNESSEE CORE REGIONAL OFFICE,272,MILAN,981,Home School,Gibson,Home School,,Principal: ,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","1165 South Main ST, Milan, TN 38358",POINT (-88.75831119999999 35.9189911),-88.7583112,35.9189911
EAST TENNESSEE CORE REGIONAL OFFICE,620,MONROE COUNTY,981,Home School,Monroe,Home School,,Principal: ,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","205 Oak Grove RD, Madisonville, TN 37354",POINT (-84.3546157 35.5355174),-84.3546157,35.5355174
MID CUMBERLAND CORE REGIONAL OFFICE,630,MONTGOMERY COUNTY,981,Home School,Montgomery,Home School,mary.davila@cmcss.net,Principal: Mary Davila,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","621 Gracey AVE, Clarksville, TN 37040",POINT (-87.344905 36.5203776),-87.344905,36.5203776
SOUTH CENTRAL CORE REGIONAL OFFICE,640,MOORE COUNTY,981,Home School,Moore,Home School,,Principal: ,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","Box 219, Lynchburg, TN 37352",POINT (-86.357952 35.2700506),-86.357952,35.2700506
EAST TENNESSEE CORE REGIONAL OFFICE,650,MORGAN COUNTY,981,Home School,Morgan,Home School,,Principal: ,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","136 Flat Fork RD, Wartburg, TN 37887",POINT (-84.552194 36.0996773),-84.552194,36.0996773
MID CUMBERLAND CORE REGIONAL OFFICE,751,MURFREESBORO,981,Home School,Rutherford,Home School,greg.lyles@cityschools.net,Principal: Mr. Greg Lyles,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","2552 S Church ST, Murfreesboro, TN 37127",POINT (-86.39887499999999 35.8027925),-86.39887499999999,35.8027925
FIRST TENNESSEE CORE REGIONAL OFFICE,151,NEWPORT,981,Home School,Cocke,Home School,,Principal: ,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","301 College ST, Newport, TN 37821",POINT (-83.1872568 35.9627932),-83.1872568,35.9627932
EAST TENNESSEE CORE REGIONAL OFFICE,12,OAK RIDGE,981,Home School,Anderson,Home School,,Principal: ,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","New York AVE, Oak Ridge, TN 37831",POINT (-84.251874 36.0257608),-84.251874,36.0257608
NORTHWEST TENNESSEE CORE REGIONAL OFFICE,660,OBION COUNTY,981,Home School,Obion,Home School,,Principal: ,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","316 S Third ST, Union City, TN 38261",POINT (-89.0590258 36.4239087),-89.0590258,36.4239087
EAST TENNESSEE CORE REGIONAL OFFICE,761,ONEIDA,981,Home School,Scott,Home School,,Principal: ,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","195 N Bank, Oneida, TN 37841",POINT (-84.51136339999999 36.5031036),-84.5113634,36.5031036
UPPER CUMBERLAND CORE REGIONAL OFFICE,670,OVERTON COUNTY,981,Home School,Overton,Home School,,Principal: ,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","112 Bussell ST, Livingston, TN 38570",POINT (-85.3166105 36.3872229),-85.3166105,36.3872229
NORTHWEST TENNESSEE CORE REGIONAL OFFICE,401,PARIS,981,Home School,Henry,Home School,,Principal: ,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","1219 Hwy 641 S, Paris, TN 38242",POINT (-88.29389379999999 36.2820159),-88.29389379999999,36.2820159
SOUTH CENTRAL CORE REGIONAL OFFICE,680,PERRY COUNTY,981,Home School,Perry,Home School,,Principal: ,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","Rt 10 Box 3 B, Linden, TN 37096",POINT (-87.8394704 35.6172917),-87.8394704,35.6172917
UPPER CUMBERLAND CORE REGIONAL OFFICE,690,PICKETT COUNTY,981,Home School,Pickett,Home School,,Principal: ,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","1216 Woodlawn DR, Byrdstown, TN 38549",POINT (-85.13361379999999 36.5796084),-85.13361379999999,36.5796084
SOUTHEAST TENNESSEE CORE REGIONAL OFFICE,700,POLK COUNTY,981,Home School,Polk,Home School,,Principal: ,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","Po Box A, Benton, TN 37307",POINT (-84.65078609999999 35.1721181),-84.65078609999999,35.1721181
UPPER CUMBERLAND CORE REGIONAL OFFICE,710,PUTNAM COUNTY,981,Home School,Putnam,Home School,,Principal: ,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","1400 E Spring ST, Cookeville, TN 38506",POINT (-85.4714774 36.1518583),-85.4714774,36.1518583
SOUTHEAST TENNESSEE CORE REGIONAL OFFICE,720,RHEA COUNTY DEPARTMENT OF EDUCATION,981,Home School,Rhea,Home School,,Principal: ,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","305 California AVE, Dayton, TN 37321",POINT (-85.0224934 35.48967830000001),-85.0224934,35.48967830000001
SOUTHEAST TENNESSEE CORE REGIONAL OFFICE,581,RICHARD CITY,981,Home School,Marion,Home School,,Principal: ,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","1620 Hamilton AVE, South Pittsburg, TN 37380",POINT (-85.7208272 34.99563699999999),-85.7208272,34.99563699999999
EAST TENNESSEE CORE REGIONAL OFFICE,730,ROANE COUNTY,981,Home School,Roane,Home School,,Principal: ,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","105 Bluff RD, Kingston, TN 37763",POINT (-84.5299285 35.8894777),-84.5299285,35.8894777
MID CUMBERLAND CORE REGIONAL OFFICE,740,ROBERTSON COUNTY,981,Home School,Robertson,Home School,teresa.leavitt@rcstn.net,Principal: Teresa Leavitt,A,(615) 384-5588,,"K,1,2,3,4,5,6,7,8,9,10,11,12","800 M S Couts BLV, Springfield, TN 37172",POINT (-86.89760570000001 36.5000155),-86.89760570000001,36.5000155
FIRST TENNESSEE CORE REGIONAL OFFICE,371,ROGERSVILLE,981,Home School,Hawkins,Home School,,Principal: ,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","116 Broadway, Rogersville, TN 37857",POINT (-83.0055026 36.4027934),-83.0055026,36.4027934
